Mod:Item:MetaData, Localized Name
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
ceramics:unfired_clay:1, Unfired Clay Shears
ceramics:unfired_clay:4, Unfired Porcelain
ceramics:unfired_clay:5, Porcelain Brick
ceramics:unfired_clay:8, Unfired Clay Plate
ceramics:unfired_clay:9, Clay Plate
ceramics:clay_bucket:0, Clay Bucket
ceramics:clay_bucket:0, Water Clay Bucket
ceramics:clay_bucket:0, Lava Clay Bucket
ceramics:clay_bucket:0, Molten Iron Clay Bucket
ceramics:clay_bucket:0, Molten Gold Clay Bucket
ceramics:clay_bucket:0, Molten Pigiron Clay Bucket
ceramics:clay_bucket:0, Molten Cobalt Clay Bucket
ceramics:clay_bucket:0, Molten Ardite Clay Bucket
ceramics:clay_bucket:0, Molten Manyullyn Clay Bucket
ceramics:clay_bucket:0, Molten Knightslime Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Brass Clay Bucket
ceramics:clay_bucket:0, Molten Brass Clay Bucket
ceramics:clay_bucket:0, Molten Copper Clay Bucket
ceramics:clay_bucket:0, Molten Tin Clay Bucket
ceramics:clay_bucket:0, Molten Bronze Clay Bucket
ceramics:clay_bucket:0, Molten Zinc Clay Bucket
ceramics:clay_bucket:0, Molten Lead Clay Bucket
ceramics:clay_bucket:0, Molten Nickel Clay Bucket
ceramics:clay_bucket:0, Molten Silver Clay Bucket
ceramics:clay_bucket:0, Molten Electrum Clay Bucket
ceramics:clay_bucket:0, Molten Steel Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Clay Bucket
ceramics:clay_bucket:0, Brine Clay Bucket
ceramics:clay_bucket:0, Liquid Lithium Clay Bucket
ceramics:clay_bucket:0, Heavy Water Clay Bucket
ceramics:clay_bucket:0, Steam Clay Bucket
ceramics:clay_bucket:0, Canola Oil Clay Bucket
ceramics:clay_bucket:0, Refined Canola Oil Clay Bucket
ceramics:clay_bucket:0, Crystallized Oil Clay Bucket
ceramics:clay_bucket:0, Empowered Oil Clay Bucket
ceramics:clay_bucket:0, fluid.xu_evil_metal Clay Bucket
ceramics:clay_bucket:0, fluid.xu_enchanted_metal Clay Bucket
ceramics:clay_bucket:0, Molten Demon Metal Clay Bucket
ceramics:clay_bucket:0, Experience Clay Bucket
ceramics:clay_bucket:0, Poison Clay Bucket
ceramics:clay_bucket:0, Creosote Oil Clay Bucket
ceramics:clay_bucket:0, Liquifacted Coal Clay Bucket
ceramics:clay_bucket:0, Crude Oil Clay Bucket
ceramics:clay_bucket:0, Naphtha Clay Bucket
ceramics:clay_bucket:0, Refined Fuel Clay Bucket
ceramics:clay_bucket:0, Sap Clay Bucket
ceramics:clay_bucket:0, Syrup Clay Bucket
ceramics:clay_bucket:0, Resin Clay Bucket
ceramics:clay_bucket:0, Tree Oil Clay Bucket
ceramics:clay_bucket:0, Mushroom Stew Clay Bucket
ceramics:clay_bucket:0, Essence of Knowledge Clay Bucket
ceramics:clay_bucket:0, Potion Clay Bucket
ceramics:clay_bucket:0, Splash Potion Clay Bucket
ceramics:clay_bucket:0, Lingering Potion Clay Bucket
ceramics:clay_bucket:0, Destabilized Redstone Clay Bucket
ceramics:clay_bucket:0, Energized Glowstone Clay Bucket
ceramics:clay_bucket:0, Resonant Ender Clay Bucket
ceramics:clay_bucket:0, Blazing Pyrotheum Clay Bucket
ceramics:clay_bucket:0, Gelid Cryotheum Clay Bucket
ceramics:clay_bucket:0, Zephyrean Aerotheum Clay Bucket
ceramics:clay_bucket:0, Tectonic Petrotheum Clay Bucket
ceramics:clay_bucket:0, Primal Mana Clay Bucket
ceramics:clay_bucket:0, Molten Platinum Clay Bucket
ceramics:clay_bucket:0, Molten Iridium Clay Bucket
ceramics:clay_bucket:0, Molten Invar Clay Bucket
ceramics:clay_bucket:0, Molten Constantan Clay Bucket
ceramics:clay_bucket:0, Molten Signalum Clay Bucket
ceramics:clay_bucket:0, Molten Lumium Clay Bucket
ceramics:clay_bucket:0, Molten Enderium Clay Bucket
ceramics:clay_bucket:0, Plant Oil Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biodiesel Clay Bucket
ceramics:clay_bucket:0, Liquid Concrete Clay Bucket
ceramics:clay_bucket:0, Witchwater Clay Bucket
ceramics:clay_bucket:0, Crude Oil Clay Bucket
ceramics:clay_bucket:0, Diesel Clay Bucket
ceramics:clay_bucket:0, Lubricant Clay Bucket
ceramics:clay_bucket:0, Gasoline Clay Bucket
ceramics:clay_bucket:0, Essence Clay Bucket
ceramics:clay_bucket:0, Liquid Meat Clay Bucket
ceramics:clay_bucket:0, Latex Clay Bucket
ceramics:clay_bucket:0, Sewage Clay Bucket
ceramics:clay_bucket:0, Sludge Clay Bucket
ceramics:clay_bucket:0, Biofuel Clay Bucket
ceramics:clay_bucket:0, Pink Slime Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Menril Resin Clay Bucket
ceramics:clay_bucket:0, Liquid Chorus Clay Bucket
ceramics:clay_bucket:0, Molten Soulium Clay Bucket
ceramics:clay_bucket:0, Molten Base Essence Clay Bucket
ceramics:clay_bucket:0, Molten Inferium Clay Bucket
ceramics:clay_bucket:0, Molten Prudentium Clay Bucket
ceramics:clay_bucket:0, Molten Intermedium Clay Bucket
ceramics:clay_bucket:0, Molten Superium Clay Bucket
ceramics:clay_bucket:0, Molten Supremium Clay Bucket
ceramics:clay_bucket:0, Molten Alumite Clay Bucket
ceramics:clay_bucket:0, Molten Osmium Clay Bucket
ceramics:clay_bucket:0, Molten Refined Obsidian Clay Bucket
ceramics:clay_bucket:0, Refined Glowstone Clay Bucket
ceramics:clay_bucket:0, Molten Osgloglas Clay Bucket
ceramics:clay_bucket:0, Molten Osmiridium Clay Bucket
ceramics:clay_bucket:0, Molten Psimetal Clay Bucket
ceramics:clay_bucket:0, Molten Infinity Clay Bucket
ceramics:clay_bucket:0, Seared Stone Clay Bucket
ceramics:clay_bucket:0, Molten Obsidian Clay Bucket
ceramics:clay_bucket:0, Molten Clay Clay Bucket
ceramics:clay_bucket:0, Liquid Dirt Clay Bucket
ceramics:clay_bucket:0, Molten Emerald Clay Bucket
ceramics:clay_bucket:0, Molten Glass Clay Bucket
ceramics:clay_bucket:0, Blood Clay Bucket
ceramics:clay_bucket:0, Liquid Blue Slime Clay Bucket
ceramics:clay_bucket:0, Liquid Purple Slime Clay Bucket
ceramics:clay_bucket:0, Fluid Yellorium Clay Bucket
ceramics:clay_bucket:0, Fluid Cyanite Clay Bucket
ceramics:clay_bucket:0, Molten Terrasteel Clay Bucket
ceramics:clay_bucket:0, Molten Elementium Clay Bucket
ceramics:clay_bucket:0, Molten Manasteel Clay Bucket
ceramics:clay_bucket:0, Molten Mirion Clay Bucket
ceramics:clay_bucket:1, Milk Clay Bucket
ceramics:clay_shears, Clay Shears
ceramics:clay_helmet, Clay Helmet
ceramics:clay_chestplate, Clay Chestplate
ceramics:clay_leggings, Clay Leggings
ceramics:clay_boots, Clay Boots
ceramics:clay_helmet_raw, Unfired Clay Helmet
ceramics:clay_chestplate_raw, Unfired Clay Chestplate
ceramics:clay_leggings_raw, Unfired Clay Leggings
ceramics:clay_boots_raw, Unfired Clay Boots
ceramics:clay_bucket_block, Unfired Clay Bucket
ceramics:clay_hard:0, Porcelain Bricks
ceramics:clay_hard:1, Dark Bricks
ceramics:clay_hard:2, Marine Bricks
ceramics:clay_hard:3, Golden Bricks
ceramics:clay_hard:4, Dragon Bricks
ceramics:clay_hard:5, Lava Bricks
ceramics:clay_hard:6, Rainbow Bricks
ceramics:clay_soft:0, Unfired Porcelain
ceramics:clay_wall:0, Bricks Wall
ceramics:clay_wall:1, Porcelain Bricks Wall
ceramics:clay_wall:2, Dark Bricks Wall
ceramics:clay_wall:3, Marine Bricks Wall
ceramics:clay_wall:4, Golden Bricks Wall
ceramics:clay_wall:5, Dragon Bricks Wall
ceramics:clay_wall:6, Lava Bricks Wall
ceramics:clay_wall:7, Rainbow Bricks Wall
ceramics:clay_slab:0, Porcelain Bricks Slab
ceramics:clay_slab:1, Dark Bricks Slab
ceramics:clay_slab:2, Marine Bricks Slab
ceramics:clay_slab:3, Golden Bricks Slab
ceramics:clay_slab:4, Dragon Bricks Slab
ceramics:clay_slab:5, Lava Bricks Slab
ceramics:clay_slab:6, Rainbow Bricks Slab
ceramics:porcelain:0, White Porcelain
ceramics:porcelain:1, Orange Porcelain
ceramics:porcelain:2, Magenta Porcelain
ceramics:porcelain:3, Light Blue Porcelain
ceramics:porcelain:4, Yellow Porcelain
ceramics:porcelain:5, Lime Porcelain
ceramics:porcelain:6, Pink Porcelain
ceramics:porcelain:7, Gray Porcelain
ceramics:porcelain:8, Light Gray Porcelain
ceramics:porcelain:9, Cyan Porcelain
ceramics:porcelain:10, Purple Porcelain
ceramics:porcelain:11, Blue Porcelain
ceramics:porcelain:12, Brown Porcelain
ceramics:porcelain:13, Green Porcelain
ceramics:porcelain:14, Red Porcelain
ceramics:porcelain:15, Black Porcelain
ceramics:porcelain_bricks_stairs, Porcelain Bricks Stairs
ceramics:rainbow_clay:0, Rainbow Porcelain
ceramics:rainbow_clay:1, Rainbow Porcelain
ceramics:rainbow_clay:2, Rainbow Porcelain
ceramics:rainbow_clay:3, Rainbow Porcelain
ceramics:rainbow_clay:4, Rainbow Porcelain
ceramics:rainbow_clay:5, Rainbow Porcelain
ceramics:rainbow_clay:6, Rainbow Porcelain
ceramics:rainbow_clay:7, Rainbow Porcelain
ceramics:rainbow_bricks_stairs, Rainbow Bricks Stairs
ceramics:dark_bricks_stairs, Dark Bricks Stairs
ceramics:golden_bricks_stairs, Golden Bricks Stairs
ceramics:marine_bricks_stairs, Marine Bricks Stairs
ceramics:dragon_bricks_stairs, Dragon Bricks Stairs
ceramics:lava_bricks_stairs, Lava Bricks Stairs
ceramics:clay_barrel_unfired:0, Unfired Clay Barrel
ceramics:clay_barrel_unfired:1, Unfired Clay Barrel Extension
ceramics:clay_barrel_unfired:2, Unfired Porcelain Barrel
ceramics:clay_barrel_unfired:3, Unfired Porcelain Barrel Extension
ceramics:clay_barrel:0, Clay Barrel
ceramics:clay_barrel:1, Clay Barrel Extension
ceramics:clay_barrel_stained:0, White Clay Barrel
ceramics:clay_barrel_stained:1, Orange Clay Barrel
ceramics:clay_barrel_stained:2, Magenta Clay Barrel
ceramics:clay_barrel_stained:3, Light Blue Clay Barrel
ceramics:clay_barrel_stained:4, Yellow Clay Barrel
ceramics:clay_barrel_stained:5, Lime Clay Barrel
ceramics:clay_barrel_stained:6, Pink Clay Barrel
ceramics:clay_barrel_stained:7, Gray Clay Barrel
ceramics:clay_barrel_stained:8, Light Gray Clay Barrel
ceramics:clay_barrel_stained:9, Cyan Clay Barrel
ceramics:clay_barrel_stained:10, Purple Clay Barrel
ceramics:clay_barrel_stained:11, Blue Clay Barrel
ceramics:clay_barrel_stained:12, Brown Clay Barrel
ceramics:clay_barrel_stained:13, Green Clay Barrel
ceramics:clay_barrel_stained:14, Red Clay Barrel
ceramics:clay_barrel_stained:15, Black Clay Barrel
ceramics:clay_barrel_stained_extension:0, White Clay Barrel Extension
ceramics:clay_barrel_stained_extension:1, Orange Clay Barrel Extension
ceramics:clay_barrel_stained_extension:2, Magenta Clay Barrel Extension
ceramics:clay_barrel_stained_extension:3, Light Blue Clay Barrel Extension
ceramics:clay_barrel_stained_extension:4, Yellow Clay Barrel Extension
ceramics:clay_barrel_stained_extension:5, Lime Clay Barrel Extension
ceramics:clay_barrel_stained_extension:6, Pink Clay Barrel Extension
ceramics:clay_barrel_stained_extension:7, Gray Clay Barrel Extension
ceramics:clay_barrel_stained_extension:8, Light Gray Clay Barrel Extension
ceramics:clay_barrel_stained_extension:9, Cyan Clay Barrel Extension
ceramics:clay_barrel_stained_extension:10, Purple Clay Barrel Extension
ceramics:clay_barrel_stained_extension:11, Blue Clay Barrel Extension
ceramics:clay_barrel_stained_extension:12, Brown Clay Barrel Extension
ceramics:clay_barrel_stained_extension:13, Green Clay Barrel Extension
ceramics:clay_barrel_stained_extension:14, Red Clay Barrel Extension
ceramics:clay_barrel_stained_extension:15, Black Clay Barrel Extension
ceramics:porcelain_barrel:0, White Porcelain Barrel
ceramics:porcelain_barrel:1, Orange Porcelain Barrel
ceramics:porcelain_barrel:2, Magenta Porcelain Barrel
ceramics:porcelain_barrel:3, Light Blue Porcelain Barrel
ceramics:porcelain_barrel:4, Yellow Porcelain Barrel
ceramics:porcelain_barrel:5, Lime Porcelain Barrel
ceramics:porcelain_barrel:6, Pink Porcelain Barrel
ceramics:porcelain_barrel:7, Gray Porcelain Barrel
ceramics:porcelain_barrel:8, Light Gray Porcelain Barrel
ceramics:porcelain_barrel:9, Cyan Porcelain Barrel
ceramics:porcelain_barrel:10, Purple Porcelain Barrel
ceramics:porcelain_barrel:11, Blue Porcelain Barrel
ceramics:porcelain_barrel:12, Brown Porcelain Barrel
ceramics:porcelain_barrel:13, Green Porcelain Barrel
ceramics:porcelain_barrel:14, Red Porcelain Barrel
ceramics:porcelain_barrel:15, Black Porcelain Barrel
ceramics:porcelain_barrel_extension:0, White Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:1, Orange Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:2, Magenta Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:3, Light Blue Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:4, Yellow Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:5, Lime Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:6, Pink Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:7, Gray Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:8, Light Gray Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:9, Cyan Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:10, Purple Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:11, Blue Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:12, Brown Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:13, Green Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:14, Red Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:15, Black Porcelain Barrel Extension
ceramics:faucet, Porcelain Faucet
ceramics:channel, Porcelain Channel
chesttransporter:chesttransporter, Wooden Chest Transporter
chesttransporter:chesttransporter_iron, Iron Chest Transporter
chesttransporter:chesttransporter_gold, Golden Chest Transporter
chesttransporter:chesttransporter_diamond, Diamond Chest Transporter
chesttransporter:chesttransporter_copper, Copper Chest Transporter
chesttransporter:chesttransporter_silver, Silver Chest Transporter
chesttransporter:chesttransporter_tin, Tin Chest Transporter
chesttransporter:chesttransporter_obsidian, Obsidian Chest Transporter
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
darkutils:trap_move, Vector Plate
darkutils:trap_move_fast, Fast Vector Plate
darkutils:trap_move_hyper, Extreme Vector Plate
darkutils:update_detector, Block Update Detector
darkutils:trap_tile:0, Poison Trap
darkutils:trap_tile:1, Weakness Trap
darkutils:trap_tile:2, Damage Trap
darkutils:trap_tile:3, Slowness Trap
darkutils:trap_tile:4, Flame Trap
darkutils:trap_tile:5, Wither Trap
darkutils:sneaky, Sneaky Block
darkutils:sneaky_lever, Sneaky Lever
darkutils:sneaky_ghost, Sneaky False Block
darkutils:sneaky_torch, Sneaky Torch
darkutils:sneaky_obsidian, Sneaky Obsidian
darkutils:sneaky_plate, Sneaky Pressure Plate
darkutils:sneaky_bedrock, Sneaky Bedrock
darkutils:shulker_pearl, Shulker Pearl
darkutils:pearl_block:0, Pearl Block
darkutils:pearl_block:1, Pearl Brick
darkutils:pearl_block:2, Carved Pearl Block
darkutils:pearl_block:3, Chiseled Pearl Block
darkutils:timer, Timer
darkutils:filter:0, Mob Filter
darkutils:filter:1, Mob Filter
darkutils:filter:2, Mob Filter
darkutils:filter:3, Mob Filter
darkutils:filter:4, Mob Filter
darkutils:filter:5, Mob Filter
darkutils:filter:6, Mob Filter
darkutils:filter:7, Mob Filter
darkutils:filter:8, Mob Filter
darkutils:filter:9, Mob Filter
darkutils:filter:10, Mob Filter
darkutils:filter_inverted:0, Inverted Mob Filter
darkutils:filter_inverted:1, Inverted Mob Filter
darkutils:filter_inverted:2, Inverted Mob Filter
darkutils:filter_inverted:3, Inverted Mob Filter
darkutils:filter_inverted:4, Inverted Mob Filter
darkutils:filter_inverted:5, Inverted Mob Filter
darkutils:filter_inverted:6, Inverted Mob Filter
darkutils:filter_inverted:7, Inverted Mob Filter
darkutils:filter_inverted:8, Inverted Mob Filter
darkutils:filter_inverted:9, Inverted Mob Filter
darkutils:filter_inverted:10, Inverted Mob Filter
darkutils:lore_tag:0, §0Black Lore Tag
darkutils:lore_tag:0, §1Dark Blue Lore Tag
darkutils:lore_tag:0, §2Dark Green Lore Tag
darkutils:lore_tag:0, §3Dark Aqua Lore Tag
darkutils:lore_tag:0, §4Dark Red Lore Tag
darkutils:lore_tag:0, §5Dark Purple Lore Tag
darkutils:lore_tag:0, §6Gold Lore Tag
darkutils:lore_tag:0, §7Gray Lore Tag
darkutils:lore_tag:0, §8Dark Gray Lore Tag
darkutils:lore_tag:0, §9Blue Lore Tag
darkutils:lore_tag:0, §aGreen Lore Tag
darkutils:lore_tag:0, §bAqua Lore Tag
darkutils:lore_tag:0, §cRed Lore Tag
darkutils:lore_tag:0, §dLight Purple Lore Tag
darkutils:lore_tag:0, §eYellow Lore Tag
darkutils:lore_tag:0, §fWhite Lore Tag
darkutils:grate, Item Grate
darkutils:fake_tnt, TNT
darkutils:ender_tether, Ender Tether
darkutils:ender_hopper, Ender Hopper
darkutils:ring:0, Pyromancer's Ring
darkutils:ring:1, Engineer's Ring
darkutils:ring:2, Ring of the Deep
darkutils:ring:3, Titan Ring
darkutils:ring:4, Ring of Protection
darkutils:ring:5, Angler's Ring
darkutils:ring:6, Frosted Ring
darkutils:slime_dyed:0, White Slime Block
darkutils:slime_dyed:1, Orange Slime Block
darkutils:slime_dyed:2, Magenta Slime Block
darkutils:slime_dyed:3, Light Blue Slime Block
darkutils:slime_dyed:4, Yellow Slime Block
darkutils:slime_dyed:5, Lime Slime Block
darkutils:slime_dyed:6, Pink Slime Block
darkutils:slime_dyed:7, Gray Slime Block
darkutils:slime_dyed:8, Light Gray Slime Block
darkutils:slime_dyed:9, Cyan Slime Block
darkutils:slime_dyed:10, Purple Slime Block
darkutils:slime_dyed:11, Blue Slime Block
darkutils:slime_dyed:12, Brown Slime Block
darkutils:slime_dyed:13, Green Slime Block
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:charm_agression, Agression Charm
darkutils:focus_sash, Focus Sash
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_null, Null Charm
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:anti_slime, Anti-Slime Block
enchiridion:book:1, §6Library
enchiridion:book:0, Create §2NEW§r Book
enchiridion:book:0, Lite Island Guide Book
enchiridion:book:0, §6Getting Started
enderutilities:asu:0, Adjustable Storage Unit
enderutilities:barrel:0, Barrel
enderutilities:draw_bridge:0, Drawbridge
enderutilities:draw_bridge:1, Advanced Drawbridge
enderutilities:ender_elevator:0, Ender Elevator (white)
enderutilities:ender_elevator_slab:0, Ender Elevator Slab (white)
enderutilities:ender_elevator_layer:0, Ender Elevator Layer (white)
enderutilities:inserter:0, Inserter
enderutilities:inserter:1, Inserter (Filtered)
enderutilities:floor:0, Floor
enderutilities:floor:1, Cracked Floor
enderutilities:energy_bridge:0, Energy Bridge Resonator
enderutilities:energy_bridge:1, Energy Bridge Receiver
enderutilities:energy_bridge:2, Energy Bridge Transmitter
enderutilities:machine_0:0, Ender Furnace
enderutilities:machine_1:0, Ender Infuser
enderutilities:machine_1:1, Tool Workstation
enderutilities:machine_1:2, Creation Station
enderutilities:machine_1:3, Advanced Quick Stacker
enderutilities:molecular_exciter, tile.null.name
enderutilities:msu:0, Massive Storage Unit
enderutilities:msu:1, Massive Storage Bundle
enderutilities:phasing:0, Phasing Block
enderutilities:phasing:1, Phasing Block (inverted)
enderutilities:frame, tile.null.name
enderutilities:portal_panel, tile.null.name
enderutilities:sound_block:0, Sound Block
enderutilities:storage_0:0, Small Memory Chest
enderutilities:storage_0:1, Memory Chest
enderutilities:storage_0:2, Large Memory Chest
enderutilities:storage_0:3, Handy Chest (Small)
enderutilities:storage_0:4, Handy Chest (Normal)
enderutilities:storage_0:5, Handy Chest (Large)
enderutilities:storage_0:6, Handy Chest (Extended)
enderutilities:storage_0:7, Junk Storage Unit
enderutilities:endercapacitor:0, Ender Capacitor (Basic)
enderutilities:endercapacitor:0, Ender Capacitor (Basic)
enderutilities:endercapacitor:1, Ender Capacitor (Enhanced)
enderutilities:endercapacitor:1, Ender Capacitor (Enhanced)
enderutilities:endercapacitor:2, Ender Capacitor (Advanced)
enderutilities:endercapacitor:2, Ender Capacitor (Advanced)
enderutilities:endercapacitor:3, Ender Capacitor (Creative)
enderutilities:endercapacitor:3, Ender Capacitor (Creative)
enderutilities:enderpart:0, Ender Alloy (Basic)
enderutilities:enderpart:1, Ender Alloy (Enhanced)
enderutilities:enderpart:2, Ender Alloy (Advanced)
enderutilities:enderpart:10, Inactive Ender Core (Basic)
enderutilities:enderpart:11, Inactive Ender Core (Enhanced)
enderutilities:enderpart:12, Inactive Ender Core (Advanced)
enderutilities:enderpart:15, Ender Core (Basic)
enderutilities:enderpart:16, Ender Core (Enhanced)
